Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price,First Class Seats Sold,Business Class Seats Sold,Main Cabin Seats Sold, Total First Class Revenue,Total Business Class Revenue,Total Main Cabin Revenue
International,3/29/2023,89,232623,ELP,Paris Charles de Gaulle Airport,13986,CDG,3098,1347,8:25 AM,639,12,TRUE,4662,-8,11:04 AM,3/29/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,143,623,13,El Paso International Airport,41,Paris,7036,0,0,83,158576.0519999999,206861.01768750016,92109.3815625
International,3/30/2023,89,235626,HND,El Paso International Airport,15966,ELP,4230,925,8:25 AM,725,14,FALSE,5322,16,12:30 PM,3/29/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,144,626,15,Tokyo Haneda Airport,40,El Paso,11236,0,8,82,328896.6497499999,103533.67125,22260.271250000005
International,3/29/2023,96,238629,ELP,Tokyo Haneda Airport,15966,HND,5004,1147,8:25 AM,725,14,TRUE,5322,-16,4:30 AM,3/29/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,158,629,15,El Paso International Airport,47,Tokyo,8408,0,13,82,394755.67850000004,150831.69887499986,44289.01000000004
Domestic,3/30/2023,104,232632,DFW,El Paso International Airport,1102,ELP,943,373,8:25 AM,94,0,FALSE,551,1,10:59 AM,3/30/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,177,632,12,Dallas/Ft. Worth International Airport,61,El Paso,2493,3,0,96,158964.34975000005,117415.73931250002,114398.98024999996
Domestic,3/30/2023,100,235635,ELP,Dallas/Ft. Worth International Airport,1102,DFW,1140,263,8:25 AM,94,0,TRUE,551,-1,8:59 AM,3/30/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,169,635,13,El Paso International Airport,56,Dallas,2863,0,0,72,180247.87225000001,159130.973,71512.58012499998
Domestic,3/30/2023,92,238638,LAX,El Paso International Airport,1428,ELP,1078,500,8:25 AM,113,0,FALSE,714,-1,9:18 AM,3/30/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,149,638,11,Los Angeles International Airport,46,El Paso,2302,3,4,81,193846.15799999994,101996.97443750004,22258.709125
Domestic,3/30/2023,102,232641,ELP,Los Angeles International Airport,1428,LAX,764,332,8:25 AM,113,0,TRUE,714,1,11:18 AM,3/30/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,155,641,8,El Paso International Airport,45,Los Angeles,1202,0,19,101,403146.84124999994,94255.97087500004,56368.91825000001
Domestic,3/30/2023,104,235644,ORD,El Paso International Airport,2470,ELP,717,246,8:25 AM,176,0,FALSE,1235,1,12:21 PM,3/30/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,174,644,9,Chicago International Airport,61,El Paso,2774,2,1,86,349981.10075,189714.89631250003,25477.492375000016
Domestic,3/30/2023,86,238647,ELP,Chicago International Airport,2470,ORD,982,487,8:25 AM,176,0,TRUE,1235,-1,10:21 AM,3/30/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,154,647,8,El Paso International Airport,60,Chicago,1711,0,4,74,351388.1734999998,103288.42143749994,51940.055249999976
Domestic,3/30/2023,98,232650,ATL,El Paso International Airport,2560,ELP,880,453,8:25 AM,181,0,FALSE,1280,2,1:26 PM,3/30/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,173,650,11,Hartsfield-Jackson Atlanta International Airport,64,El Paso,1382,-5,8,72,269731.31550000014,83010.87581249999,46834.80325
Domestic,3/30/2023,93,235653,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,937,385,8:25 AM,181,0,TRUE,1280,-2,9:26 AM,3/30/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,165,653,11,El Paso International Airport,61,Atlanta,2786,-6,10,66,233469.67737500006,172790.75812500005,84089.86868749995
Domestic,3/30/2023,87,238656,JFK,El Paso International Airport,3806,ELP,898,411,8:25 AM,256,0,FALSE,1903,2,2:41 PM,3/30/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,155,656,11,John F. Kennedy International Airport,57,El Paso,3412,-7,26,62,184011.71274999995,104119.67781249998,73062.33774999999
Domestic,3/30/2023,94,232659,ELP,John F. Kennedy International Airport,3806,JFK,748,150,8:25 AM,256,0,TRUE,1903,-2,10:41 AM,3/30/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,158,659,15,El Paso International Airport,49,New York,3282,0,0,72,337005.7734999999,177482.9019999999,53284.793000000005
Domestic,3/30/2023,91,235662,BOS,El Paso International Airport,4128,ELP,1189,463,8:25 AM,275,0,FALSE,2064,2,3:00 PM,3/30/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,149,662,8,Boston Logan International Airport,50,El Paso,1434,-2,17,71,427857.7847499999,104784.36256250004,68879.4969375
Domestic,3/30/2023,92,238665,ELP,Logan International Airport,4128,BOS,1167,143,8:25 AM,275,0,TRUE,2064,2,3:00 PM,3/30/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,157,665,10,El Paso International Airport,55,Boston,2679,-2,6,84,338983.5982500001,139579.79750000004,24973.346499999996
Domestic,3/30/2023,98,232668,LAS,El Paso International Airport,1164,ELP,1014,489,8:25 AM,97,0,FALSE,582,-1,9:02 AM,3/30/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,156,668,9,Harry Reid International Airport,49,El Paso,2007,0,11,55,492350.0017500003,812582.2024374998,81160.43093749999
Domestic,3/30/2023,97,235671,ELP,Harry Reid International Airport,1164,LAS,795,527,8:25 AM,97,0,TRUE,582,1,11:02 AM,3/30/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,160,671,8,El Paso International Airport,55,Las Vegas,3137,2,0,67,593024.095,983179.2009999999,192370.44531249997
International,3/31/2023,86,238674,LHR,El Paso International Airport,15444,ELP,5569,1075,8:25 AM,645,13,FALSE,5148,7,2:10 AM,3/30/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,148,674,14,Heathrow Airport,48,El Paso,5646,2,0,55,869722.882375,848090.1195624995,149037.82756249997
International,3/30/2023,100,232677,ELP,Heathrow Airport,15444,LHR,5095,1279,8:25 AM,645,13,FALSE,5148,-7,12:10 PM,3/30/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,169,677,13,El Paso International Airport,56,London,6105,0,0,67,1085216.0796249998,644717.9430625001,89450.35856249998
International,3/30/2023,87,235680,MEX,Abraham Gonzalez International Airport,2871,CJS,3993,1372,8:25 AM,142,3,FALSE,957,1,11:47 AM,3/30/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,141,680,14,Aeropuerto Internacional Benito Juarez,40,Juarez,9497,4,3,79,531888.7817499998,671128.5260000001,198090.90743749996
International,3/30/2023,101,238683,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3467,1258,8:25 AM,142,3,FALSE,957,-1,9:47 AM,3/30/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,174,683,14,Abraham Gonzalez International Airport,59,Ciudad de Mexico,6460,0,0,68,593472.3981249998,439255.3749375002,151608.22874999998
Domestic,3/30/2023,99,232686,LAX,Orlando International Airport,3854,ORL,1049,147,8:25 AM,281,0,TRUE,1927,-3,10:06 AM,3/30/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,163,686,12,Los Angeles International Airport,52,Orlando,1440,0,8,84,1331556.9463749994,919073.7053750001,125291.11324999994
Domestic,3/30/2023,86,235689,ORL,Los Angeles International Airport,3854,LAX,630,134,8:25 AM,281,0,TRUE,1927,3,4:06 PM,3/30/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,149,689,8,Orlando International Airport,55,Los Angeles,1291,0,10,66,1076334.6964999998,558971.7637499999,189252.86575000003
Domestic,3/30/2023,95,238692,LAX,Logan International Airport,4538,BOS,612,339,8:25 AM,326,0,TRUE,2269,-3,10:51 AM,3/30/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,143,692,8,Los Angeles International Airport,40,Boston,1673,0,5,69,511546.45475000027,821411.8941874998,168936.4285625
Domestic,3/30/2023,95,232695,BOS,Los Angeles International Airport,4538,LAX,1173,400,8:25 AM,326,0,TRUE,2269,3,4:51 PM,3/30/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,160,695,15,Boston Logan International Airport,50,Los Angeles,1348,0,0,74,1021611.3038749998,543053.0433125,190705.29506249982
International,3/30/2023,91,235698,CUN,El Paso International Airport,3687,ELP,4153,877,8:25 AM,190,4,FALSE,1229,2,1:35 PM,3/30/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,166,698,14,Cancun International Airport,61,El Paso,12080,0,11,86,493039.0758750001,431810.46512499993,186870.33387499995
International,3/30/2023,94,238701,ELP,Cancun International Airport,3687,CUN,3071,986,8:25 AM,190,4,TRUE,1229,-2,9:35 AM,3/30/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,166,701,14,El Paso International Airport,58,Cancun,10747,0,6,56,1056277.6218749997,541994.48125,141323.48981250002
International,3/30/2023,102,232704,YYZ,El Paso International Airport,4347,ELP,3924,1022,8:25 AM,219,4,FALSE,1449,2,2:04 PM,3/30/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,168,704,9,Toronto Pearson International Airport,57,El Paso,7807,0,0,67,233698.84125000008,81753.61587500002,20700.564000000013
International,3/30/2023,92,235707,ELP,Toronto Pearson International Airport,4347,YYZ,5402,796,8:25 AM,219,4,TRUE,1449,-2,10:04 AM,3/30/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,168,707,14,El Paso International Airport,62,Toronto,8494,0,7,93,144198.06374999997,205435.98193749992,28925.106749999984
International,3/31/2023,90,238710,CDG,El Paso International Airport,13986,ELP,5054,846,8:25 AM,639,12,FALSE,4662,8,3:04 AM,3/30/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,140,710,10,Paris Charles de Gaulle Airport,40,El Paso,7194,-7,10,83,292626.68687500025,106615.67999999993,19415.392625
International,3/30/2023,90,232713,ELP,Paris Charles de Gaulle Airport,13986,CDG,4978,1162,8:25 AM,639,12,TRUE,4662,-8,11:04 AM,3/30/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,145,713,10,El Paso International Airport,45,Paris,6155,0,9,95,219191.153,97293.857625,83013.66537500004
International,3/31/2023,99,235716,HND,El Paso International Airport,15966,ELP,5499,854,8:25 AM,725,14,FALSE,5322,16,12:30 PM,3/30/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,154,716,13,Tokyo Haneda Airport,42,El Paso,11351,0,6,86,170400.86687499995,118406.04262499993,18405.022875
International,3/30/2023,92,238719,ELP,Tokyo Haneda Airport,15966,HND,4958,777,8:25 AM,725,14,TRUE,5322,-16,4:30 AM,3/30/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,166,719,10,El Paso International Airport,64,Tokyo,11779,0,3,72,404331.9989999996,131320.16499999998,71566.89537500004
Domestic,3/31/2023,97,232722,DFW,El Paso International Airport,1102,ELP,634,270,8:25 AM,94,0,FALSE,551,1,10:59 AM,3/31/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,165,722,11,Dallas/Ft. Worth International Airport,57,El Paso,2679,-7,3,77,130345.18224999998,122201.65187500004,28951.451624999987
Domestic,3/31/2023,91,235725,ELP,Dallas/Ft. Worth International Airport,1102,DFW,745,378,8:25 AM,94,0,TRUE,551,-1,8:59 AM,3/31/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,151,725,14,El Paso International Airport,46,Dallas,2586,0,9,59,131647.27687499998,135020.97224999993,44279.163
Domestic,3/31/2023,88,238728,LAX,El Paso International Airport,1428,ELP,640,440,8:25 AM,113,0,FALSE,714,-1,9:18 AM,3/31/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,159,728,10,Los Angeles International Airport,61,El Paso,1588,1,11,69,200501.325,154718.60924999998,60917.55199999999
Domestic,3/31/2023,85,232731,ELP,Los Angeles International Airport,1428,LAX,1112,339,8:25 AM,113,0,TRUE,714,1,11:18 AM,3/31/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,140,731,8,El Paso International Airport,47,Los Angeles,1457,0,0,114,375279.27249999973,85795.49349999995,86164.38474999997
Domestic,3/31/2023,98,235734,ORD,El Paso International Airport,2470,ELP,611,366,8:25 AM,176,0,FALSE,1235,1,12:21 PM,3/31/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,160,734,8,Chicago International Airport,54,El Paso,2962,0,6,70,165110.10900000005,101349.25412499998,68438.39175
Domestic,3/31/2023,95,238737,ELP,Chicago International Airport,2470,ORD,598,504,8:25 AM,176,0,TRUE,1235,-1,10:21 AM,3/31/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,151,737,10,El Paso International Airport,46,Chicago,1565,5,11,87,180180.9747499999,126922.68018749994,39149.3533125
Domestic,3/31/2023,97,232740,ATL,El Paso International Airport,2560,ELP,699,511,8:25 AM,181,0,FALSE,1280,2,1:26 PM,3/31/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,154,740,10,Hartsfield-Jackson Atlanta International Airport,47,El Paso,1748,0,0,81,465983.16537500016,657854.5375625002,83625.072875
Domestic,3/31/2023,91,235743,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1066,514,8:25 AM,181,0,TRUE,1280,-2,9:26 AM,3/31/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,141,743,8,El Paso International Airport,42,Atlanta,1930,1,0,78,1128439.4465,608869.6628125,111090.379125
Domestic,3/31/2023,99,238746,JFK,El Paso International Airport,3806,ELP,1175,415,8:25 AM,256,0,FALSE,1903,2,2:41 PM,3/31/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,150,746,10,John F. Kennedy International Airport,41,El Paso,2174,1,0,66,1089883.209,795818.6089999997,221622.98500000016
Domestic,3/31/2023,103,232749,ELP,John F. Kennedy International Airport,3806,JFK,874,235,8:25 AM,256,0,TRUE,1903,-2,10:41 AM,3/31/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,164,749,12,El Paso International Airport,49,New York,1777,0,0,83,944693.6406250002,583011.9653750004,147599.12331249996
Domestic,3/31/2023,86,235752,BOS,El Paso International Airport,4128,ELP,961,188,8:25 AM,275,0,FALSE,2064,2,3:00 PM,3/31/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,158,752,8,Boston Logan International Airport,64,El Paso,2098,0,1,82,1164993.0838750005,373127.4764374999,198870.47337500012
Domestic,3/31/2023,88,238755,ELP,Logan International Airport,4128,BOS,945,153,8:25 AM,275,0,TRUE,2064,2,3:00 PM,3/31/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,143,755,14,El Paso International Airport,41,Boston,3071,0,0,97,991897.5205000003,730858.3705624996,198235.06012500002
Domestic,3/31/2023,101,232758,LAS,El Paso International Airport,1164,ELP,1051,335,8:25 AM,97,0,FALSE,582,-1,9:02 AM,3/31/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,152,758,11,Harry Reid International Airport,40,El Paso,1566,0,1,58,1028711.3442499998,924947.3962500002,206417.6473125
Domestic,3/31/2023,97,235761,ELP,Harry Reid International Airport,1164,LAS,777,466,8:25 AM,97,0,TRUE,582,1,11:02 AM,3/31/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,168,761,13,El Paso International Airport,58,Las Vegas,1330,0,1,74,915422.7056250002,710235.3839999996,103008.54975
International,4/1/2023,103,238764,LHR,El Paso International Airport,15444,ELP,4783,812,8:25 AM,645,13,FALSE,5148,7,2:10 AM,3/31/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,177,764,10,Heathrow Airport,64,El Paso,8142,0,0,87,348731.9317499999,1086070.8695000003,156580.27875000006
International,3/31/2023,98,232767,ELP,Heathrow Airport,15444,LHR,5312,925,8:25 AM,645,13,FALSE,5148,-7,12:10 PM,3/31/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,164,767,15,El Paso International Airport,51,London,5158,0,0,64,579905.6222499998,525132.82225,120349.920625
International,3/31/2023,92,235770,MEX,Abraham Gonzalez International Airport,2871,CJS,3001,1324,8:25 AM,142,3,FALSE,957,1,11:47 AM,3/31/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,148,770,10,Aeropuerto Internacional Benito Juarez,46,Juarez,9240,0,3,86,872458.2642500002,924111.7954999999,142868.02074999994
International,3/31/2023,104,238773,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4654,1293,8:25 AM,142,3,FALSE,957,-1,9:47 AM,3/31/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,171,773,14,Abraham Gonzalez International Airport,53,Ciudad de Mexico,10866,1,0,77,615776.821,1193071.6925,187365.42175000004
Domestic,3/31/2023,89,232776,LAX,Orlando International Airport,3854,ORL,707,160,8:25 AM,281,0,TRUE,1927,-3,10:06 AM,3/31/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,160,776,9,Los Angeles International Airport,62,Orlando,2713,0,4,79,558348.8062499999,601630.954125,238419.45412499981
Domestic,3/31/2023,98,235779,ORL,Los Angeles International Airport,3854,LAX,741,123,8:25 AM,281,0,TRUE,1927,3,4:06 PM,3/31/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,153,779,15,Orlando International Airport,40,Los Angeles,2468,0,0,51,485865.6702500002,791358.272125,80579.80175000001
Domestic,3/31/2023,103,238782,LAX,Logan International Airport,4538,BOS,749,369,8:25 AM,326,0,TRUE,2269,-3,10:51 AM,3/31/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,166,782,8,Los Angeles International Airport,55,Boston,3421,0,0,83,776682.5691249998,813906.2851249995,221691.25987500005
Domestic,3/31/2023,96,232785,BOS,Los Angeles International Airport,4538,LAX,1087,302,8:25 AM,326,0,TRUE,2269,3,4:51 PM,3/31/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,163,785,14,Boston Logan International Airport,53,Los Angeles,2892,0,4,71,626206.1154999998,486951.23724999995,101893.64624999999
International,3/31/2023,86,235788,CUN,El Paso International Airport,3687,ELP,5640,753,8:25 AM,190,4,FALSE,1229,2,1:35 PM,3/31/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,154,788,12,Cancun International Airport,56,El Paso,4639,2,8,66,424369.795625,880095.6549999997,187334.252
International,3/31/2023,85,238791,ELP,Cancun International Airport,3687,CUN,4601,751,8:25 AM,190,4,TRUE,1229,-2,9:35 AM,3/31/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,138,791,9,El Paso International Airport,44,Cancun,12226,0,0,79,1362085.331375001,716995.5348750004,148310.22100000002
International,3/31/2023,87,232794,YYZ,El Paso International Airport,4347,ELP,4829,1099,8:25 AM,219,4,FALSE,1449,2,2:04 PM,3/31/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,140,794,8,Toronto Pearson International Airport,45,El Paso,7923,0,0,94,1157387.702,498971.67137500003,143063.88774999994
International,3/31/2023,104,235797,ELP,Toronto Pearson International Airport,4347,YYZ,3649,1119,8:25 AM,219,4,TRUE,1449,-2,10:04 AM,3/31/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,182,797,14,El Paso International Airport,64,Toronto,7283,0,1,77,494964.43825,1194435.5015000005,157627.85975000003
International,4/1/2023,104,238800,CDG,El Paso International Airport,13986,ELP,4938,863,8:25 AM,639,12,FALSE,4662,8,3:04 AM,3/31/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,172,800,9,Paris Charles de Gaulle Airport,59,El Paso,12427,0,3,58,1290790.8155,937745.6009374998,177974.12649999984
International,3/31/2023,89,232803,ELP,Paris Charles de Gaulle Airport,13986,CDG,5351,900,8:25 AM,639,12,TRUE,4662,-8,11:04 AM,3/31/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,154,803,12,El Paso International Airport,53,Paris,9007,0,0,66,976158.3311249998,569538.3440000003,199444.70287499996
International,4/1/2023,94,235806,HND,El Paso International Airport,15966,ELP,4236,890,8:25 AM,725,14,FALSE,5322,16,12:30 PM,3/31/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,152,806,13,Tokyo Haneda Airport,45,El Paso,12035,0,2,90,1034093.3036250002,831135.2553749998,126710.31862499994
International,3/31/2023,90,238809,ELP,Tokyo Haneda Airport,15966,HND,4651,1257,8:25 AM,725,14,TRUE,5322,-16,4:30 AM,3/31/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,149,809,11,El Paso International Airport,48,Tokyo,4058,0,2,83,1378205.5720000002,847837.1547499996,150324.401125
Domestic,4/1/2023,86,232812,DFW,El Paso International Airport,1102,ELP,1190,479,8:25 AM,94,0,FALSE,551,1,10:59 AM,4/1/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,153,812,13,Dallas/Ft. Worth International Airport,54,El Paso,3108,-2,8,109,133283.8515,119932.53499999995,44621.05400000001
Domestic,4/1/2023,102,235815,ELP,Dallas/Ft. Worth International Airport,1102,DFW,835,534,8:25 AM,94,0,TRUE,551,-1,8:59 AM,4/1/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,154,815,8,El Paso International Airport,44,Dallas,2390,-4,12,81,371647.4154999999,133232.2460000001,34159.282499999994
Domestic,4/1/2023,97,238818,LAX,El Paso International Airport,1428,ELP,655,185,8:25 AM,113,0,FALSE,714,-1,9:18 AM,4/1/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,154,818,8,Los Angeles International Airport,49,El Paso,2943,0,16,107,183025.229,145315.57937499994,58048.330500000025
Domestic,4/1/2023,102,232821,ELP,Los Angeles International Airport,1428,LAX,1055,524,8:25 AM,113,0,TRUE,714,1,11:18 AM,4/1/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,175,821,10,El Paso International Airport,63,Los Angeles,2203,0,16,66,231311.77075000014,146528.82449999993,50024.19287499999
Domestic,4/1/2023,99,235824,ORD,El Paso International Airport,2470,ELP,690,170,8:25 AM,176,0,FALSE,1235,1,12:21 PM,4/1/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,161,824,11,Chicago International Airport,51,El Paso,2611,0,2,71,319577.4127500001,151109.72400000007,55529.51212500001
Domestic,4/1/2023,104,238827,ELP,Chicago International Airport,2470,ORD,741,398,8:25 AM,176,0,TRUE,1235,-1,10:21 AM,4/1/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,169,827,8,El Paso International Airport,57,Chicago,2716,-3,5,82,295289.0435,166483.646375,58909.62662499995
Domestic,4/1/2023,99,232830,ATL,El Paso International Airport,2560,ELP,1016,452,8:25 AM,181,0,FALSE,1280,2,1:26 PM,4/1/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,156,830,9,Hartsfield-Jackson Atlanta International Airport,48,El Paso,2054,0,0,68,420154.39675000013,126310.52600000001,37812.534250000026
Domestic,4/1/2023,86,235833,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,668,495,8:25 AM,181,0,TRUE,1280,-2,9:26 AM,4/1/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,159,833,9,El Paso International Airport,64,Atlanta,2875,0,4,77,152956.4475,98034.48649999994,75829.77024999999
Domestic,4/1/2023,91,238836,JFK,El Paso International Airport,3806,ELP,690,289,8:25 AM,256,0,FALSE,1903,2,2:41 PM,4/1/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,149,836,9,John F. Kennedy International Airport,49,El Paso,2963,2,8,76,113953.48500000007,132052.94712500006,95730.65493750002
Domestic,4/1/2023,101,232839,ELP,John F. Kennedy International Airport,3806,JFK,1062,329,8:25 AM,256,0,TRUE,1903,-2,10:41 AM,4/1/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,171,839,9,El Paso International Airport,61,New York,1443,0,1,86,122463.03075000009,121670.26299999999,44911.544312500024
Domestic,4/1/2023,92,235842,BOS,El Paso International Airport,4128,ELP,851,310,8:25 AM,275,0,FALSE,2064,2,3:00 PM,4/1/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,155,842,8,Boston Logan International Airport,55,El Paso,2712,-4,13,58,179520.54425000004,150169.05999999994,73500.5534375
Domestic,4/1/2023,100,238845,ELP,Logan International Airport,4128,BOS,591,340,8:25 AM,275,0,TRUE,2064,2,3:00 PM,4/1/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,172,845,15,El Paso International Airport,57,Boston,3243,0,13,90,173254.72649999993,107936.32368749994,74229.4811875
Domestic,4/1/2023,102,232848,LAS,El Paso International Airport,1164,ELP,754,478,8:25 AM,97,0,FALSE,582,-1,9:02 AM,4/1/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,158,848,12,Harry Reid International Airport,44,El Paso,1634,0,14,84,182293.8595,130149.75724999997,63835.06356250002
Domestic,4/1/2023,91,235851,ELP,Harry Reid International Airport,1164,LAS,868,352,8:25 AM,97,0,TRUE,582,1,11:02 AM,4/1/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,159,851,14,El Paso International Airport,54,Las Vegas,1834,0,0,63,179608.7339999999,82054.28575000001,53570.296750000016
International,4/2/2023,94,238854,LHR,El Paso International Airport,15444,ELP,5410,1039,8:25 AM,645,13,FALSE,5148,7,2:10 AM,4/1/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,149,854,10,Heathrow Airport,45,El Paso,8461,1,7,81,221920.76724999998,164804.56043749992,64372.52175
